id,Question ID,Question Title,Question Slug,Question Text,Topic Tagged text,Difficulty Level,Success Rate,total submission,total accepted,Likes,Dislikes,Like / Dislike Ratio,Hints,Similar Questions ID,Similar Questions Text,title lowercase
309,557,Reverse Words in a String III,reverse-words-in-a-string-iii,"Given a string s, reverse the order of characters in each word within a sentence while still preserving whitespace and initial word order. ","Two Pointers,String",Easy,78.5,548465,430729,2698,160,0.944016795,,541,Reverse String II,reverse words in a string iii
310,801,Is Graph Bipartite?,is-graph-bipartite,"There is an undirected graph with n nodes, where each node is numbered between 0 and n - 1. You are given a 2D array graph, where graph[u] is an array of nodes that node u is adjacent to. More formally, for each v in graph[u], there is an undirected edge between node u and node v. The graph has the following properties: A graph is bipartite if the nodes can be partitioned into two independent sets A and B such that every edge in the graph connects a node in set A and a node in set B. Return true if and only if it is bipartite. ","Depth-First Search,Breadth-First Search,Union Find,Graph",Medium,50.4,547070,275749,4050,261,0.939457203,,,,is graph bipartite?
311,450,Delete Node in a BST,delete-node-in-a-bst,"Given a root node reference of a BST and a key, delete the node with the given key in the BST. Return the root node reference (possibly updated) of the BST. Basically, the deletion can be divided into two stages: ","Tree,Binary Search Tree,Binary Tree",Medium,48.9,546379,267213,5181,152,0.971498219,,791,Split BST,delete node in a bst
312,1421,Find Numbers with Even Number of Digits,find-numbers-with-even-number-of-digits,"Given an array nums of integers, return how many of them contain an even number of digits. ",Array,Easy,77.1,545968,421174,1225,98,0.925925926,How to compute the number of digits of a number ? Divide the number by 10 again and again to get the number of digits.,2215,Finding 3-Digit Even Numbers,find numbers with even number of digits
313,459,Repeated Substring Pattern,repeated-substring-pattern,"Given a string s, check if it can be constructed by taking a substring of it and appending multiple copies of the substring together. ","String,String Matching",Easy,43.6,545164,237600,3266,312,0.912800447,,28686,"Implement strStr(),Repeated String Match",repeated substring pattern
314,1039,Find the Town Judge,find-the-town-judge,"In a town, there are n people labeled from 1 to n. There is a rumor that one of these people is secretly the town judge. If the town judge exists, then: You are given an array trust where trust[i] = [ai, bi] representing that the person labeled ai trusts the person labeled bi. Return the label of the town judge if the town judge exists and can be identified, or return -1 otherwise. ","Array,Hash Table,Graph",Easy,49.8,542049,270102,3301,253,0.928812606,,277,Find the Celebrity,find the town judge
315,442,Find All Duplicates in an Array,find-all-duplicates-in-an-array,"Given an integer array nums of length n where all the integers of nums are in the range [1, n] and each integer appears once or twice, return an array of all the integers that appears twice. You must write an algorithm that runs in O(n) time and uses only constant extra space. ","Array,Hash Table",Medium,72.3,540996,391236,5995,247,0.96042935,,448,Find All Numbers Disappeared in an Array,find all duplicates in an array
316,542,01 Matrix,01-matrix,"Given an m x n binary matrix mat, return the distance of the nearest 0 for each cell. The distance between two adjacent cells is 1. ","Array,Dynamic Programming,Breadth-First Search,Matrix",Medium,43.8,534554,233903,4442,221,0.952605619,,5502259,"Shortest Path to Get Food,Minimum Operations to Remove Adjacent Ones in Matrix",01 matrix
318,315,Count of Smaller Numbers After Self,count-of-smaller-numbers-after-self,You are given an integer array nums and you have to return a new counts array. The counts array has the property where counts[i] is the number of smaller elements to the right of nums[i]. ,"Array,Binary Search,Divide and Conquer,Binary Indexed Tree,Segment Tree,Merge Sort,Ordered Set",Hard,42,531794,223619,5393,154,0.972237245,,3.27E+16,"Count of Range Sum,Queue Reconstruction by Height,Reverse Pairs,How Many Numbers Are Smaller Than the Current Number,Count Good Triplets in an Array",count of smaller numbers after self
319,218,The Skyline Problem,the-skyline-problem,"A city's skyline is the outer contour of the silhouette formed by all the buildings in that city when viewed from a distance. Given the locations and heights of all the buildings, return the skyline formed by these buildings collectively. The geometric information of each building is given in the array buildings where buildings[i] = [lefti, righti, heighti]: You may assume all buildings are perfect rectangles grounded on an absolutely flat surface at height 0. The skyline should be represented as a list of ""key points"" sorted by their x-coordinate in the form [[x1,y1],[x2,y2],...]. Each key point is the left endpoint of some horizontal segment in the skyline except the last point in the list, which always has a y-coordinate 0 and is used to mark the skyline's termination where the rightmost building ends. Any ground between the leftmost and rightmost buildings should be part of the skyline's contour. Note: There must be no consecutive horizontal lines of equal height in the output skyline. For instance, [...,[2 3],[4 5],[7 5],[11 5],[12 7],...] is not acceptable; the three lines of height 5 should be merged into one in the final output as such: [...,[2 3],[4 5],[12 7],...] ","Array,Divide and Conquer,Binary Indexed Tree,Segment Tree,Line Sweep,Heap (Priority Queue),Ordered Set",Hard,38.6,528556,204234,3745,198,0.949784428,,699,Falling Squares,the skyline problem
320,337,House Robber III,house-robber-iii,"The thief has found himself a new place for his thievery again. There is only one entrance to this area, called root. Besides the root, each house has one and only one parent house. After a tour, the smart thief realized that all houses in this place form a binary tree. It will automatically contact the police if two directly-linked houses were broken into on the same night. Given the root of the binary tree, return the maximum amount of money the thief can rob without alerting the police. ","Dynamic Programming,Tree,Depth-First Search,Binary Tree",Medium,53.5,528529,282635,6128,93,0.985050635,,198213,"House Robber,House Robber II",house robber iii
323,1468,Check If N and Its Double Exist,check-if-n-and-its-double-exist,"Given an array arr of integers, check if there exists two integers N and M such that N is the double of M ( i.e. N = 2 * M). More formally check if there exists two indices i and j such that : ","Array,Hash Table,Two Pointers,Binary Search,Sorting",Easy,35.6,525729,187079,860,114,0.882956879,"Loop from i = 0 to arr.length, maintaining in a hashTable the array elements from [0, i - 1]. On each step of the loop check if we have seen the element 2 * arr[i] so far or arr[i] / 2 was seen if arr[i] % 2 == 0.",2274,Keep Multiplying Found Values by Two,check if n and its double exist
324,451,Sort Characters By Frequency,sort-characters-by-frequency,"Given a string s, sort it in decreasing order based on the frequency of the characters. The frequency of a character is the number of times it appears in the string. Return the sorted string. If there are multiple answers, return any of them. ","Hash Table,String,Sorting,Heap (Priority Queue),Bucket Sort,Counting",Medium,67.7,524140,354883,4008,178,0.957477305,,3473871741,"Top K Frequent Elements,First Unique Character in a String,Sort Array by Increasing Frequency",sort characters by frequency
325,445,Add Two Numbers II,add-two-numbers-ii,"You are given two non-empty linked lists representing two non-negative integers. The most significant digit comes first and each of their nodes contains a single digit. Add the two numbers and return the sum as a linked list. You may assume the two numbers do not contain any leading zero, except the number 0 itself. ","Linked List,Math,Stack",Medium,58.5,523092,306223,3414,226,0.937912088,,21774,"Add Two Numbers,Add Two Polynomials Represented as Linked Lists",add two numbers ii
326,463,Island Perimeter,island-perimeter,"You are given row x col grid representing a map where grid[i][j] = 1 represents land and grid[i][j] = 0 represents water. Grid cells are connected horizontally/vertically (not diagonally). The grid is completely surrounded by water, and there is exactly one island (i.e., one or more connected land cells). The island doesn't have ""lakes"", meaning the water inside isn't connected to the water around the island. One cell is a square with side length 1. The grid is rectangular, width and height don't exceed 100. Determine the perimeter of the island. ","Array,Depth-First Search,Breadth-First Search,Matrix",Easy,68.9,522927,360401,4279,237,0.947519929,,6957331104,"Max Area of Island,Flood Fill,Coloring A Border",island perimeter
329,309,Best Time to Buy and Sell Stock with Cooldown,best-time-to-buy-and-sell-stock-with-cooldown,"You are given an array prices where prices[i] is the price of a given stock on the ith day. Find the maximum profit you can achieve. You may complete as many transactions as you like (i.e., buy one and sell one share of the stock multiple times) with the following restrictions: Note: You may not engage in multiple transactions simultaneously (i.e., you must sell the stock before you buy again). ","Array,Dynamic Programming",Medium,52.3,519802,272061,5575,196,0.966037082,,121122,"Best Time to Buy and Sell Stock,Best Time to Buy and Sell Stock II",best time to buy and sell stock with cooldown
